index,dataset_name,display_name,reverse,reverse_bool,split,shape,phenotype,cleaned_phenotype,screen_rationale,screen_type,screen_category,library_methodology,cell_type,cell_line,num_genes,publication_year,author,source_id,umap_x_ground_truth,umap_y_ground_truth,umap_x_ground_truth_train_fitted,umap_y_ground_truth_train_fitted
1232,1702,1702 (forward),Forward,False,Train,circle,increases drug resistance,Drug / Chemical / Environmental Response,Increased drug resistance,Positive Selection,unidirectional,Knockout,Cancer Cell Line,COV362,703,2018,He YJ (2018),30464262,4.773596286773682,4.924522399902344,10.634359359741211,10.354045867919922
1233,1703,1703 (forward),Forward,False,Train,circle,increases drug resistance,Drug / Chemical / Environmental Response,Increased drug resistance,Positive Selection,unidirectional,Knockout,Cancer Cell Line,COV362,231,2018,He YJ (2018),30464262,4.444859027862549,4.218939781188965,10.630120277404785,10.93129825592041
1234,1705,1705 (forward),Forward,False,Train,circle,increases resistance to cisplatin,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Urinary Bladder Cancer Cell Line,MGH-U4,16386,2019,Goodspeed A (2019),30414698,4.925342082977295,5.4019975662231445,11.079655647277832,11.587637901306152
1235,1766,1766 (forward),Forward,False,Train,circle,increases drug resistance,Drug / Chemical / Environmental Response,Increased drug resistance,Negative Selection,unidirectional,Knockout,Monocytic Leukemia Cell Line,THP-1,2312,2019,Lin KH (2019),30773463,4.4322123527526855,-0.33431145548820496,8.475851058959961,7.814058780670166
1236,1767,1767 (forward),Forward,False,Train,circle,increases drug resistance,Drug / Chemical / Environmental Response,Increased drug resistance,Negative Selection,unidirectional,Knockout,Acute Myeloid Leukemia Cell Line,MOLM-13,2312,2019,Lin KH (2019),30773463,4.497445106506348,-0.25284919142723083,8.422250747680664,7.807066440582275
1237,1801,1801 (forward),Forward,False,Train,circle,decreases proliferation of acute myeloid leukemia cells,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Acute Myeloid Leukemia Cell Line,OCI-AML-2,1049,2020,Khan DH (2020),32299104,3.3024492263793945,-1.234127402305603,6.850083827972412,8.026798248291016
1238,1811,1811 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Medulloblastoma Cell Line,D283 Med,17638,2019,Bandopadhayay P (2019),31160565,2.696521282196045,-3.939610719680786,3.451111316680908,8.325807571411133
1239,1812,1812 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Medulloblastoma Cell Line,D458 Med,17638,2019,Bandopadhayay P (2019),31160565,2.636120557785034,-4.069769859313965,3.4208085536956787,8.22735595703125
1240,1813,1813 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Medulloblastoma Cell Line,D341 Med,17638,2019,Bandopadhayay P (2019),31160565,2.547304153442383,-4.141022682189941,3.421250104904175,8.243032455444336
1241,1814,1814 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Medulloblastoma Cell Line,D425 Med,17638,2019,Bandopadhayay P (2019),31160565,2.5878756046295166,-4.229002952575684,3.3174197673797607,8.148487091064453
1242,U_1843_dec,U_1843_dec (forward),Forward,False,Train,circle,decrease resistance to PARP inhibitor olaparib,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,bidirectional,bidirectional,Knockout,Cervical Adenocarcinoma Cell Line,HeLa,17716,2020,Juhász S (2020),33355125,4.083081245422363,3.7338509559631348,10.552386283874512,10.107280731201172
1243,U_1843_inc,U_1843_inc (forward),Forward,False,Train,circle,increase resistance to PARP inhibitor olaparib,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,bidirectional,bidirectional,Knockout,Cervical Adenocarcinoma Cell Line,HeLa,17716,2020,Juhász S (2020),33355125,3.7323598861694336,3.4835405349731445,10.098736763000488,9.70199203491211
1244,U_1843_merged,U_1843_merged (forward),Forward,False,Train,circle,either increases or decreases resistance to PARP inhibitor olaparib,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,bidirectional,Knockout,Cervical Adenocarcinoma Cell Line,HeLa,17716,2020,Juhász S (2020),33355125,3.8924970626831055,3.567380428314209,10.30939769744873,9.817705154418945
1245,1932,1932 (forward),Forward,False,Train,circle,increases cell proliferation,Fitness / Proliferation / Viability,Increased proliferation,Positive Selection,unidirectional,Knockout,Retinal Pigment Epithelium Cell Line,hTERT-RPE1,20646,2020,Drainas AP (2020),32268084,5.734247207641602,2.330399513244629,10.618233680725098,9.528299331665039
1246,1933,1933 (forward),Forward,False,Train,circle,increases cell proliferation in a p53 KO mutant background,Fitness / Proliferation / Viability,Increased proliferation in a p53 KO mutant background,Positive Selection,unidirectional,Knockout,Retinal Pigment Epithelium Cell Line,hTERT-RPE1,20648,2020,Drainas AP (2020),32268084,5.727912425994873,2.2765707969665527,10.737968444824219,9.394204139709473
1247,1934,1934 (forward),Forward,False,Train,circle,increases cell proliferation in 3D growth conditions,Fitness / Proliferation / Viability,Increased proliferation in a 3D growth conditions,Positive Selection,unidirectional,Knockout,Retinal Pigment Epithelium Cell Line,hTERT-RPE1,20653,2020,Drainas AP (2020),32268084,4.70998477935791,4.654516220092773,11.046037673950195,10.929031372070312
1248,1935,1935 (forward),Forward,False,Train,circle,increases cell proliferation under 3D growth conditions in a p53 knockout background,Fitness / Proliferation / Viability,Increased proliferation in a 3D growth conditions in a p53 KO background,Positive Selection,unidirectional,Knockout,Retinal Pigment Epithelium Cell Line,hTERT-RPE1,20653,2020,Drainas AP (2020),32268084,4.6001973152160645,4.571933746337891,10.996194839477539,10.929686546325684
1249,1943,1943 (forward),Forward,False,Train,circle,increases resistance to trametinib,Drug / Chemical / Environmental Response,Increased drug resistance,Positive Selection,unidirectional,Knockout,Melanoma Cell Line,Mel JuSo,1110,2019,Hayes TK (2019),30819666,5.927825450897217,2.594331741333008,11.597566604614258,10.03966236114502
1250,1944,1944 (forward),Forward,False,Train,circle,increases resistance to palbociclib,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Melanoma Cell Line,Mel JuSo,1271,2019,Hayes TK (2019),30819666,5.846948623657227,2.6461362838745117,11.524079322814941,10.142502784729004
1251,1945,1945 (forward),Forward,False,Train,circle,increases resistance to a trametinib/palbociclib combination therapy,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Melanoma Cell Line,Mel JuSo,1052,2019,Hayes TK (2019),30819666,4.625494480133057,4.851469993591309,10.725214004516602,11.03304386138916
1252,1964,1964 (forward),Forward,False,Train,circle,increases cell proliferation in the absence of WNT3A and RSPO1,Molecular Output / Reporter / Pathway Activity,Negative Wnt regulators,Positive Selection,unidirectional,Knockout,Intestinal organoid model,Organoid: primary cell derived small intestinal organoid line,283,2020,Ringel T (2020),32142663,4.236474514007568,3.6025357246398926,11.216602325439453,10.485237121582031
1253,2002,2002 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Pre-B Acute Lymphoblastic Leukemia Cell Line,NALM-6,18908,2019,Baccelli I (2019),31287994,3.7167530059814453,4.484591007232666,9.936078071594238,10.937418937683105
1254,2113,2113 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Primary Effusion Lymphoma Cell Line,BC-1,18780,2018,Manzano M (2018),30111820,3.5571908950805664,0.09633849561214447,8.185322761535645,7.689980506896973
1255,2114,2114 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Primary Effusion Lymphoma Cell Line,BC-2,18780,2018,Manzano M (2018),30111820,3.575141191482544,0.11967180669307709,8.19289779663086,7.665760040283203
1256,2115,2115 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Primary Effusion Lymphoma Cell Line,BC-3,20670,2018,Manzano M (2018),30111820,5.499539852142334,-0.7733216285705566,8.333258628845215,6.306713581085205
1257,2116,2116 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Primary Effusion Lymphoma Cell Line,BC-5,18780,2018,Manzano M (2018),30111820,3.5645058155059814,0.08959159255027771,8.162734985351562,7.633229732513428
1258,2117,2117 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Primary Effusion Lymphoma Cell Line,JSC-1,18780,2018,Manzano M (2018),30111820,3.5401253700256348,0.14009423553943634,8.109309196472168,7.573905944824219
1259,2118,2118 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Primary Effusion Lymphoma Cell Line,APK-1,18780,2018,Manzano M (2018),30111820,3.5750865936279297,0.12058897316455841,8.15593147277832,7.639707088470459
1260,2145,2145 (forward),Forward,False,Train,circle,increases accumulation of the GFP–peptide fusion (GIPLRNLGIR*),Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.5763721466064453,7.143727779388428,5.856843948364258,-0.6526930928230286
1261,2146,2146 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion by inhibiting its degradation,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.5278350114822388,7.184301376342773,5.870494365692139,-0.6397643089294434
1262,2147,2147 (forward),Forward,False,Train,circle,increases accumulation of the GFP–peptide fusion by inhibiting its degradation,Trafficking / Localization / Structural Phenotypes,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.5807100534439087,7.150183200836182,5.905590057373047,-0.6424806714057922
1263,2148,2148 (forward),Forward,False,Train,circle,increases accumulation of the GFP–peptide fusion by inhibiting its degradation,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.5403332710266113,7.1682610511779785,5.860601902008057,-0.642300546169281
1264,2149,2149 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion (GIPLRGLLKRPCLRG*),Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.5771958827972412,7.146353244781494,5.907790660858154,-0.59070885181427
1265,2150,2150 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion by inhibiting its degradation,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.5877121686935425,7.136931419372559,5.879316806793213,-0.6220712661743164
1266,2151,2151 (forward),Forward,False,Train,circle,increases accumulation of the GFP–peptide fusion substrate (protein/peptide accumulation),Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.574533462524414,7.1483917236328125,5.8940019607543945,-0.6470529437065125
1267,2152,2152 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion (GIPLRPHKRLLKGSQYG*) by inhibiting its degradation,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.5693930387496948,7.153117656707764,5.879583835601807,-0.6237114667892456
1268,2153,2153 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.306220531463623,7.337306499481201,5.683590888977051,-0.8716153502464294
1269,2154,2154 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion reporter by inhibiting its degradation,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.296894907951355,7.347184181213379,5.702913761138916,-0.8545297384262085
1270,2155,2155 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion protein,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.2732514142990112,7.362575054168701,5.685981273651123,-0.8785297870635986
1271,2156,2156 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion reporter by inhibiting its degradation,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.2800557613372803,7.359668254852295,5.693343162536621,-0.8700458407402039
1272,2157,2157 (forward),Forward,False,Train,circle,increases protein/peptide accumulation by inhibiting degradation of the GFP–peptide fusion reporter,Trafficking / Localization / Structural Phenotypes,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.2956408262252808,7.346146583557129,5.677163600921631,-0.8888799548149109
1273,2158,2158 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion reporter by inhibiting its degradation,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.2863459587097168,7.3527398109436035,5.691887855529785,-0.8837261199951172
1274,2159,2159 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion reporter by inhibiting its degradation,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.3099985122680664,7.335485458374023,5.645166397094727,-0.8770461678504944
1275,2160,2160 (forward),Forward,False,Train,circle,increases accumulation of the GFP–peptide fusion substrate,Trafficking / Localization / Structural Phenotypes,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.3303227424621582,7.32296085357666,5.736578941345215,-0.8032620549201965
1276,2161,2161 (forward),Forward,False,Train,circle,increases accumulation of the GFP–peptide fusion by inhibiting its degradation,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,70,2018,Koren I (2018),29779948,1.415822148323059,7.26113224029541,5.7985520362854,-0.7103800773620605
1277,2162,2162 (forward),Forward,False,Train,circle,increases accumulation of the GFP–CDK5R1 (R-end) peptide fusion,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,159,2018,Koren I (2018),29779948,1.4134312868118286,7.260662078857422,5.797353744506836,-0.7231687903404236
1278,2163,2163 (forward),Forward,False,Train,circle,increases accumulation of the GFP-SIL1 (R-end) fusion protein by inhibiting its degradation,Trafficking / Localization / Structural Phenotypes,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,159,2018,Koren I (2018),29779948,1.3144477605819702,7.332925796508789,5.732719898223877,-0.8228381276130676
1279,2164,2164 (forward),Forward,False,Train,circle,increases accumulation of the GFP–MAGEA3 (EE-end) fusion protein,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,116,2018,Koren I (2018),29779948,4.016313552856445,4.004335880279541,9.95862865447998,10.330001831054688
1280,2165,2165 (forward),Forward,False,Train,circle,"increases protein/peptide accumulation of the MGAT2 (R-3 motif) GFP-peptide fusion (i.e., inhibits its degradation)",Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,116,2018,Koren I (2018),29779948,3.5418643951416016,3.759882688522339,9.457406044006348,10.114631652832031
1281,2166,2166 (forward),Forward,False,Train,circle,increases accumulation of the GFP-peptide fusion with the MSRB2 C-terminal R-3 motif,Trafficking / Localization / Structural Phenotypes,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,116,2018,Koren I (2018),29779948,3.7164535522460938,3.809629201889038,9.52756404876709,10.157771110534668
1282,2167,2167 (forward),Forward,False,Train,circle,increases accumulation of the NPPB (R-3 motif) GFP-peptide fusion by inhibiting its degradation,Trafficking / Localization / Structural Phenotypes,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,116,2018,Koren I (2018),29779948,3.5362260341644287,3.72658371925354,9.462666511535645,10.12437629699707
1283,2168,2168 (forward),Forward,False,Train,circle,increases accumulation of the GFP–SAT1 (EE-end) peptide fusion by inhibiting its degradation,Molecular Output / Reporter / Pathway Activity,Regulation of protein stability,Phenotype Screen,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,116,2018,Koren I (2018),29779948,4.06941556930542,4.037730693817139,10.00090503692627,10.328121185302734
1284,2169,2169 (forward),Forward,False,Train,circle,increases drug resistance to gefitinib,Drug / Chemical / Environmental Response,Increased drug resistance,Positive Selection,unidirectional,Knockout,Lung Adenocarcinoma Cell Line,PC-9,497,2017,Liao S (2017),28167502,5.456904411315918,3.709332227706909,10.859356880187988,10.176243782043457
1285,2200,2200 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes in a BRCA2 mutant,Positive and Negative Selection,recovered_bidirectional,Knockout,Colonic Adenocarcinoma Cell Line,DLD-1,357,2019,Mengwasser KE (2019),30686591,4.262388706207275,3.931528329849243,11.532066345214844,10.387067794799805
1286,2201,2201 (forward),Forward,False,Train,circle,impacts cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes in a BRCA2 mutant,Positive and Negative Selection,recovered_bidirectional,Knockout,Ovarian Cancer Cell Line,PEO1,357,2019,Mengwasser KE (2019),30686591,4.160139560699463,-0.7569664120674133,8.2467622756958,8.461735725402832
1287,2202,2202 (forward),Forward,False,Train,circle,increases mitophagic flux as indicated by higher mt-mKeima reporter levels,Molecular Output / Reporter / Pathway Activity,Negative regulators of mitophagic flux,Phenotype Screen,unidirectional,Knockout,Cervical Adenocarcinoma Cell Line,HeLa,859,2019,Heo JM (2019),31723608,3.61588191986084,3.975182056427002,10.772772789001465,10.683143615722656
1288,2203,2203 (forward),Forward,False,Train,circle,increases mitophagic flux as measured by high mt-mKeima reporter levels,Molecular Output / Reporter / Pathway Activity,Negative regulators of mitophagic flux,Phenotype Screen,unidirectional,Knockout,Cervical Adenocarcinoma Cell Line,HeLa,1094,2019,Heo JM (2019),31723608,3.587747573852539,-1.1475509405136108,7.01995849609375,8.136371612548828
1289,2204,2204 (forward),Forward,False,Train,circle,decreases mitophagic flux as indicated by reduced mt-mKeima reporter signal,Molecular Output / Reporter / Pathway Activity,Positive regulators of mitophagic flux,Phenotype Screen,unidirectional,Knockout,Cervical Adenocarcinoma Cell Line,HeLa,859,2019,Heo JM (2019),31723608,4.332154750823975,4.350794315338135,10.735024452209473,10.198135375976562
1290,2205,2205 (forward),Forward,False,Train,circle,decreases mitophagic flux as measured by low mt-mKeima reporter levels,Trafficking / Localization / Structural Phenotypes,Positive regulators of mitophagic flux,Phenotype Screen,unidirectional,Knockout,Cervical Adenocarcinoma Cell Line,HeLa,1094,2019,Heo JM (2019),31723608,4.238465309143066,4.309161186218262,10.888175964355469,10.554500579833984
1291,2206,2206 (forward),Forward,False,Train,circle,decreases mitophagic flux as measured by reduced mt-mKeima reporter levels,Trafficking / Localization / Structural Phenotypes,Positive regulators of mitophagic flux,Phenotype Screen,unidirectional,Knockout,Cervical Adenocarcinoma Cell Line,HeLa,695,2019,Heo JM (2019),31723608,4.3252949714660645,4.523385524749756,10.639695167541504,10.427078247070312
1292,2350,2350 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Ovarian Cancer Cell Line,Kuramochi,18591,2019,Stover EH (2019),31462500,2.2288355827331543,-4.390911102294922,3.5442230701446533,7.79057502746582
1293,2351,2351 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Ovarian Cancer Cell Line,Kuramochi,18589,2019,Stover EH (2019),31462500,2.257760763168335,-4.4413347244262695,3.5532658100128174,7.8041300773620605
1294,2352,2352 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Ovarian Cancer Cell Line,Kuramochi,18591,2019,Stover EH (2019),31462500,2.2217776775360107,-4.395598411560059,3.5648107528686523,7.811814308166504
1295,2353,2353 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Ovarian Cancer Cell Line,Kuramochi,18591,2019,Stover EH (2019),31462500,2.2616140842437744,-4.426890850067139,3.6159119606018066,7.83683967590332
1296,2354,2354 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Ovary Adenocarcinoma Cell Line,OVSAHO,18591,2019,Stover EH (2019),31462500,4.198643207550049,3.126549243927002,8.800539016723633,8.320534706115723
1297,2355,2355 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Ovary Adenocarcinoma Cell Line,OVSAHO,18591,2019,Stover EH (2019),31462500,2.6369149684906006,-3.651972532272339,3.7776970863342285,8.386557579040527
1298,2356,2356 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Ovary Adenocarcinoma Cell Line,OVSAHO,18591,2019,Stover EH (2019),31462500,3.876842737197876,4.2174577713012695,10.31586742401123,10.532672882080078
1299,2357,2357 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Ovary Adenocarcinoma Cell Line,OVSAHO,18591,2019,Stover EH (2019),31462500,4.0688862800598145,-0.05302061140537262,8.531037330627441,7.975086212158203
1300,U_2362_dec,U_2362_dec (forward),Forward,False,Train,circle,decrease BJAB cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,B-lymphoma cell line,BJAB,2834,2019,Panea RI (2019),31558468,5.565618991851807,-1.0403127670288086,8.114441871643066,6.2345170974731445
1301,U_2362_inc,U_2362_inc (forward),Forward,False,Train,circle,increase BJAB cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,B-lymphoma cell line,BJAB,2834,2019,Panea RI (2019),31558468,4.550339698791504,5.236342430114746,10.842501640319824,10.950338363647461
1302,U_2362_merged,U_2362_merged (forward),Forward,False,Train,circle,either increases or decreases BJAB cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,bidirectional,Knockout,B-lymphoma cell line,BJAB,2834,2019,Panea RI (2019),31558468,5.560986518859863,-1.0169378519058228,8.111053466796875,6.24583625793457
1303,U_2363_dec,U_2363_dec (forward),Forward,False,Train,circle,decrease cell proliferation in BL-41 cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,Burkitt Lymphoma Cell Line,BL-41,2834,2019,Panea RI (2019),31558468,5.577923774719238,-1.0450657606124878,8.178450584411621,6.177498817443848
1304,U_2363_inc,U_2363_inc (forward),Forward,False,Train,circle,increase cell proliferation in BL-41 cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,Burkitt Lymphoma Cell Line,BL-41,2834,2019,Panea RI (2019),31558468,4.9065423011779785,4.925436973571777,11.231241226196289,11.115374565124512
1305,U_2363_merged,U_2363_merged (forward),Forward,False,Train,circle,either increases or decreases cell proliferation in BL-41 cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,bidirectional,Knockout,Burkitt Lymphoma Cell Line,BL-41,2834,2019,Panea RI (2019),31558468,5.5796356201171875,-1.042948842048645,8.095380783081055,6.18203592300415
1306,U_2364_dec,U_2364_dec (forward),Forward,False,Train,circle,decrease cell proliferation in Jiyoye cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,Burkitt Lymphoma Cell Line,Jiyoye,2834,2019,Panea RI (2019),31558468,5.5634026527404785,-1.0241575241088867,8.199188232421875,6.328945636749268
1307,U_2364_inc,U_2364_inc (forward),Forward,False,Train,circle,increase cell proliferation in Jiyoye cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,Burkitt Lymphoma Cell Line,Jiyoye,2834,2019,Panea RI (2019),31558468,4.507897853851318,5.077142715454102,10.965631484985352,10.949252128601074
1308,U_2364_merged,U_2364_merged (forward),Forward,False,Train,circle,either increases or decreases cell proliferation in Jiyoye cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,bidirectional,Knockout,Burkitt Lymphoma Cell Line,Jiyoye,2834,2019,Panea RI (2019),31558468,5.57345724105835,-1.0616743564605713,8.076407432556152,6.262805461883545
1309,U_2365_dec,U_2365_dec (forward),Forward,False,Train,circle,decrease cell proliferation in Ly3 cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,B-cell non-Hodgkin lymphoma cell line,OCI-Ly3,2834,2019,Panea RI (2019),31558468,5.556980133056641,-1.0640801191329956,8.026412963867188,6.199485778808594
1310,U_2365_inc,U_2365_inc (forward),Forward,False,Train,circle,increase cell proliferation in Ly3 cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,B-cell non-Hodgkin lymphoma cell line,OCI-Ly3,2834,2019,Panea RI (2019),31558468,5.0415167808532715,5.025511264801025,11.206063270568848,11.185921669006348
1311,U_2365_merged,U_2365_merged (forward),Forward,False,Train,circle,either increases or decreases cell proliferation in Ly3 cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,bidirectional,Knockout,B-cell non-Hodgkin lymphoma cell line,OCI-Ly3,2834,2019,Panea RI (2019),31558468,5.560784816741943,-1.072381854057312,8.029640197753906,6.149352073669434
