,dataset_name,phenotype,cleaned_phenotype,condition_clause,cell_type,cell_line,screen_type,library_methodology,screen_category,num_genes,author,source_id,split,n_hits,n_pos,n_neg,cluster,name
980,U_1244_dec,decrease cell proliferation under 3D spheroid growth conditions,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Lung Cancer Cell Line,NCI-H2009,bidirectional,Knockout,bidirectional,19140,Han K (2020),32238925,train,1874,1801,73,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
981,U_1244_inc,increase cell proliferation under 3D spheroid growth conditions,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Lung Cancer Cell Line,NCI-H2009,bidirectional,Knockout,bidirectional,19140,Han K (2020),32238925,train,1874,73,1801,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
982,U_1244_merged,either increases or decreases cell proliferation under 3D spheroid growth conditions,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Lung Cancer Cell Line,NCI-H2009,Positive and Negative Selection,Knockout,bidirectional,19140,Han K (2020),32238925,train,1874,1874,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
983,U_1245_dec,decrease cell proliferation in 3D spheroid growth conditions relative to 2D monolayer conditions,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Lung Cancer Cell Line,NCI-H2009,bidirectional,Knockout,bidirectional,19130,Han K (2020),32238925,train,484,283,201,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
984,U_1245_inc,increase cell proliferation in 3D spheroid growth conditions relative to 2D monolayer conditions,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Lung Cancer Cell Line,NCI-H2009,bidirectional,Knockout,bidirectional,19130,Han K (2020),32238925,train,484,201,283,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
985,U_1245_merged,either increases or decreases cell proliferation in 3D spheroid growth conditions relative to 2D monolayer conditions,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Lung Cancer Cell Line,NCI-H2009,Positive and Negative Selection,Knockout,bidirectional,19130,Han K (2020),32238925,train,484,484,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
986,U_1246_dec,decrease cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,bidirectional,Knockout,bidirectional,19137,Han K (2020),32238925,train,2802,2779,23,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
987,U_1246_inc,increase cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,bidirectional,Knockout,bidirectional,19137,Han K (2020),32238925,train,2802,23,2779,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
988,U_1246_merged,either increases or decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,Positive and Negative Selection,Knockout,bidirectional,19137,Han K (2020),32238925,train,2802,2802,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
989,U_1247_dec,decrease cell proliferation in 3D spheroid growth conditions,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,bidirectional,Knockout,bidirectional,19137,Han K (2020),32238925,train,2303,2232,71,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
990,U_1247_inc,increase cell proliferation in 3D spheroid growth conditions,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,bidirectional,Knockout,bidirectional,19137,Han K (2020),32238925,train,2303,71,2232,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
991,U_1247_merged,either increases or decreases cell proliferation in 3D spheroid growth conditions,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,Positive and Negative Selection,Knockout,bidirectional,19137,Han K (2020),32238925,train,2303,2303,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
992,U_1248_dec,decrease proliferation in 3D spheroid growth conditions relative to 2D monolayer,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,bidirectional,Knockout,bidirectional,19029,Han K (2020),32238925,train,325,134,191,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
993,U_1248_inc,increase proliferation in 3D spheroid growth conditions relative to 2D monolayer,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,bidirectional,Knockout,bidirectional,19029,Han K (2020),32238925,train,325,191,134,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
994,U_1248_merged,either increases or decreases proliferation in 3D spheroid growth conditions relative to 2D monolayer,Fitness / Proliferation / Viability, under 3D spheroid growth treatment,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,Positive and Negative Selection,Knockout,bidirectional,19029,Han K (2020),32238925,train,325,325,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
995,1249,impacts response to chemicals,Drug / Chemical / Environmental Response, under Resveratrol treatment (16.0 µM),Pre-B Acute Lymphoblastic Leukemia Cell Line,NALM-6,Positive and Negative Selection,Knockout,recovered_bidirectional,18921,Benslimane Y (2020),32755594,train,391,391,0,9,"Fitness/Viability · Acute Myeloid Leukemia · SPDYE5, WASHC1, GOLGA8O"
996,1250,impacts response to chemicals,Drug / Chemical / Environmental Response, under Pterostilbene treatment (16.0 µM),Pre-B Acute Lymphoblastic Leukemia Cell Line,NALM-6,Positive and Negative Selection,Knockout,recovered_bidirectional,18931,Benslimane Y (2020),32755594,train,104,104,0,9,"Fitness/Viability · Acute Myeloid Leukemia · SPDYE5, WASHC1, GOLGA8O"
997,1251,impacts response to chemicals,Drug / Chemical / Environmental Response, under Hydroxyurea treatment (100.0 µM),Pre-B Acute Lymphoblastic Leukemia Cell Line,NALM-6,Positive and Negative Selection,Knockout,recovered_bidirectional,18926,Benslimane Y (2020),32755594,train,399,399,0,9,"Fitness/Viability · Acute Myeloid Leukemia · SPDYE5, WASHC1, GOLGA8O"
998,1252,impacts response to chemicals,Drug / Chemical / Environmental Response, under Resveratrol treatment (25 µM),T-lymphoblastic leukemia cell line,Jurkat,Positive and Negative Selection,Knockout,recovered_bidirectional,17754,Benslimane Y (2020),32755594,train,1,1,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
999,1255,increases resistance to the AR inhibitor apalutamide,Drug / Chemical / Environmental Response, under Apalutamide treatment (2.0 µM),Prostate Cancer Cell Line,LNCaP,Positive Selection,Knockout,unidirectional,20481,Palit SA (2019),31855178,train,1078,1078,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1000,1256,impacts response to chemicals,Drug / Chemical / Environmental Response, under ML-210 treatment (5 µM),Renal Cell Carcinoma Cell Line,786-O,Positive and Negative Selection,Knockout,recovered_bidirectional,21205,Zou Y (2019),30962421,train,1361,1361,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1001,1257,impacts response to chemicals,Drug / Chemical / Environmental Response, under ML-210 treatment (5 µM),Renal Cell Carcinoma Cell Line,786-O,Positive and Negative Selection,Knockout,recovered_bidirectional,21205,Zou Y (2019),30962421,train,1617,1617,0,9,"Fitness/Viability · Acute Myeloid Leukemia · SPDYE5, WASHC1, GOLGA8O"
1002,1258,impacts response to chemicals,Drug / Chemical / Environmental Response, under ML-210 treatment (5 µM),Renal Cell Carcinoma Cell Line,786-O,Positive and Negative Selection,Knockout,recovered_bidirectional,21205,Zou Y (2019),30962421,train,1692,1692,0,9,"Fitness/Viability · Acute Myeloid Leukemia · SPDYE5, WASHC1, GOLGA8O"
1003,U_1291_dec,decrease cell proliferation under doxorubicin treatment,Drug / Chemical / Environmental Response, under Doxorubicin treatment (3.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,15577,Findlay S (2018),30154076,train,128,124,4,30,"Drug/Chemical response · Lung Adenocarcinoma · BGLAP, NTRK2, WNK3"
1004,U_1291_inc,increase cell proliferation under doxorubicin treatment,Drug / Chemical / Environmental Response, under Doxorubicin treatment (3.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,15577,Findlay S (2018),30154076,train,128,4,124,30,"Drug/Chemical response · Lung Adenocarcinoma · BGLAP, NTRK2, WNK3"
1005,U_1291_merged,either increases or decreases cell proliferation under doxorubicin treatment,Drug / Chemical / Environmental Response, under Doxorubicin treatment (3.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,Positive and Negative Selection,Knockout,bidirectional,15577,Findlay S (2018),30154076,train,128,128,0,30,"Drug/Chemical response · Lung Adenocarcinoma · BGLAP, NTRK2, WNK3"
1006,1292,decreases cell proliferation (reduced fitness) in the oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-48,Negative Selection,Knockout,unidirectional,17958,Chai AWY (2020),32990596,train,1139,1139,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1007,1293,decreases cell proliferation as measured by decreased fitness in an oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-115,Negative Selection,Knockout,unidirectional,17956,Chai AWY (2020),32990596,train,991,991,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1008,1294,decreases cell proliferation in this oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-136,Negative Selection,Knockout,unidirectional,17949,Chai AWY (2020),32990596,train,1108,1108,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1009,1295,decreases cell proliferation (reduced fitness) in the oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-150,Negative Selection,Knockout,unidirectional,17949,Chai AWY (2020),32990596,train,1190,1190,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1010,1296,decreases cell proliferation as measured by decreased fitness,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-153,Negative Selection,Knockout,unidirectional,17949,Chai AWY (2020),32990596,train,1081,1081,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1011,1297,decreases cell proliferation (fitness) in the oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-166,Negative Selection,Knockout,unidirectional,17955,Chai AWY (2020),32990596,train,554,554,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1012,1298,decreases cell fitness,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-156,Negative Selection,Knockout,unidirectional,17949,Chai AWY (2020),32990596,train,525,525,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1013,1299,decreases cell proliferation (reduced fitness),Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-174,Negative Selection,Knockout,unidirectional,17956,Chai AWY (2020),32990596,train,1232,1232,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1014,1300,decreases cell proliferation in an oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-188,Negative Selection,Knockout,unidirectional,17956,Chai AWY (2020),32990596,train,1132,1132,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1015,1301,decreases cell proliferation (fitness) in the oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-195,Negative Selection,Knockout,unidirectional,17956,Chai AWY (2020),32990596,train,1032,1032,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1016,1302,decreases cell proliferation,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-204,Negative Selection,Knockout,unidirectional,17951,Chai AWY (2020),32990596,train,777,777,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1017,1303,decreases cell proliferation as measured by decreased fitness in this oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-207,Negative Selection,Knockout,unidirectional,17949,Chai AWY (2020),32990596,train,1267,1267,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1018,1304,decreases cell proliferation/fitness in this oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-214,Negative Selection,Knockout,unidirectional,17956,Chai AWY (2020),32990596,train,1130,1130,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1019,1305,decreases cell proliferation as measured by decreased fitness in the oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,ORL-215,Negative Selection,Knockout,unidirectional,17956,Chai AWY (2020),32990596,train,1398,1398,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1020,1306,decreases cell proliferation as measured by decreased fitness in this oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Tongue Cancer Cell Line,PE/CA-PJ15,Negative Selection,Knockout,unidirectional,17949,Chai AWY (2020),32990596,train,1228,1228,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1021,1307,decreases cell proliferation (cellular fitness),Fitness / Proliferation / Viability,,Tongue Cancer Cell Line,SAS,Negative Selection,Knockout,unidirectional,17949,Chai AWY (2020),32990596,train,1318,1318,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1022,1308,decreases cell proliferation (fitness) in the oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Cancer Cell Line,SCC-9,Negative Selection,Knockout,unidirectional,17958,Chai AWY (2020),32990596,train,960,960,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1023,1309,decreases cell proliferation as measured by decreased fitness,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,BICR 10,Negative Selection,Knockout,unidirectional,17956,Chai AWY (2020),32990596,train,1382,1382,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1024,1310,decreases cell proliferation as measured by decreased fitness in the oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,HO-1-u-1,Negative Selection,Knockout,unidirectional,17958,Chai AWY (2020),32990596,train,1027,1027,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1025,1311,decreases cell proliferation (fitness) in the oral squamous carcinoma cell line,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,HSC-2,Negative Selection,Knockout,unidirectional,17956,Chai AWY (2020),32990596,train,1187,1187,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1026,1312,decreases cell proliferation,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,HSC-4,Negative Selection,Knockout,unidirectional,17956,Chai AWY (2020),32990596,train,1360,1360,0,14,"Fitness/Viability · Oral Squamous Cell Carcinoma · TUBB4B, LAS1L, PGK1"
1027,U_1313_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Cisplatin treatment (1 mM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17322,Olivieri M (2020),32649862,train,72,72,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1028,U_1314_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Camptothecin treatment (5 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17204,Olivieri M (2020),32649862,train,69,69,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1029,U_1315_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Etoposide treatment (100.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17289,Olivieri M (2020),32649862,train,72,72,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1030,U_1316_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Hydroxyurea treatment (100.0 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17290,Olivieri M (2020),32649862,train,37,37,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1031,U_1317_dec,decrease radiation resistance,Drug / Chemical / Environmental Response, under Ionizing Radiation (IR) treatment (3.0 Gy),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17255,Olivieri M (2020),32649862,train,50,50,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1032,U_1318_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Doxorubicin treatment (5.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17309,Olivieri M (2020),32649862,train,93,93,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1033,U_1319_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Hydrogen Peroxide (H2O2) treatment (15.0 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17310,Olivieri M (2020),32649862,train,37,37,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1034,U_1320_dec,decrease resistance to the drug and confer drug sensitivity,Drug / Chemical / Environmental Response, under Methyl methanesulfonate (MMS) treatment (25 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17310,Olivieri M (2020),32649862,train,109,106,3,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1035,U_1320_inc,increase resistance to the drug,Drug / Chemical / Environmental Response, under Methyl methanesulfonate (MMS) treatment (25 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17310,Olivieri M (2020),32649862,train,109,3,106,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1036,U_1320_merged,either increases or decreases resistance to the drug and confer drug sensitivity,Drug / Chemical / Environmental Response, under Methyl methanesulfonate (MMS) treatment (25 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,Positive and Negative Selection,Knockout,bidirectional,17310,Olivieri M (2020),32649862,train,109,109,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1037,U_1321_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Pyridostatin treatment (0.75 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17314,Olivieri M (2020),32649862,train,90,85,5,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1038,U_1321_inc,increase drug resistance,Drug / Chemical / Environmental Response, under Pyridostatin treatment (0.75 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17314,Olivieri M (2020),32649862,train,90,5,85,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1039,U_1321_merged,either increases or decreases drug resistance,Drug / Chemical / Environmental Response, under Pyridostatin treatment (0.75 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,Positive and Negative Selection,Knockout,bidirectional,17314,Olivieri M (2020),32649862,train,90,90,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1040,U_1322_dec,decrease UV light resistance,Drug / Chemical / Environmental Response, under Ultraviolet Light (UV) treatment (5.0 J/m2),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17301,Olivieri M (2020),32649862,train,127,127,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1041,U_1323_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Bleomycin treatment (25.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17211,Olivieri M (2020),32649862,train,57,57,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1042,U_1324_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Olaparib treatment (5.0 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17217,Olivieri M (2020),32649862,train,41,41,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1043,U_1325_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under AZD6738 treatment (0.5 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17212,Olivieri M (2020),32649862,train,99,99,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1044,U_1328_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Dexrazoxane (ICRF-187) treatment (25.0 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17246,Olivieri M (2020),32649862,train,122,122,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1045,U_1329_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Formaldehyde treatment (63.5 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17233,Olivieri M (2020),32649862,train,73,73,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1046,U_1330_dec,decrease resistance to the screened drug,Drug / Chemical / Environmental Response, under Phen-DC3 treatment (1.0 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17238,Olivieri M (2020),32649862,train,67,59,8,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1047,U_1330_inc,increase resistance to the screened drug,Drug / Chemical / Environmental Response, under Phen-DC3 treatment (1.0 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17238,Olivieri M (2020),32649862,train,67,8,59,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1048,U_1330_merged,either increases or decreases resistance to the screened drug,Drug / Chemical / Environmental Response, under Phen-DC3 treatment (1.0 µM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,Positive and Negative Selection,Knockout,bidirectional,17238,Olivieri M (2020),32649862,train,67,67,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1049,U_1331_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Duocarmycin sa treatment (1.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17237,Olivieri M (2020),32649862,train,61,58,3,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1050,U_1331_inc,increase drug resistance,Drug / Chemical / Environmental Response, under Duocarmycin sa treatment (1.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17237,Olivieri M (2020),32649862,train,61,3,58,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1051,U_1331_merged,either increases or decreases drug resistance,Drug / Chemical / Environmental Response, under Duocarmycin sa treatment (1.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,Positive and Negative Selection,Knockout,bidirectional,17237,Olivieri M (2020),32649862,train,61,61,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1052,U_1332_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Trabectedin treatment (1.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17240,Olivieri M (2020),32649862,train,25,8,17,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1053,U_1332_inc,increase drug resistance,Drug / Chemical / Environmental Response, under Trabectedin treatment (1.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17240,Olivieri M (2020),32649862,train,25,17,8,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1054,U_1332_merged,either increases or decreases drug resistance,Drug / Chemical / Environmental Response, under Trabectedin treatment (1.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,Positive and Negative Selection,Knockout,bidirectional,17240,Olivieri M (2020),32649862,train,25,25,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1055,U_1333_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Calicheamicin treatment (0.5 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17239,Olivieri M (2020),32649862,train,18,14,4,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1056,U_1333_inc,increase drug resistance,Drug / Chemical / Environmental Response, under Calicheamicin treatment (0.5 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17239,Olivieri M (2020),32649862,train,18,4,14,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1057,U_1333_merged,either increases or decreases drug resistance,Drug / Chemical / Environmental Response, under Calicheamicin treatment (0.5 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,Positive and Negative Selection,Knockout,bidirectional,17239,Olivieri M (2020),32649862,train,18,18,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1058,U_1334_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Gemcitabine treatment (3.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17322,Olivieri M (2020),32649862,train,68,68,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1059,U_1335_dec,decrease drug resistance,Drug / Chemical / Environmental Response, under Illudin S treatment (30.0 nM),Retinal Pigment Epithelium Cell Line,hTERT-RPE1,bidirectional,Knockout,bidirectional,17320,Olivieri M (2020),32649862,train,127,125,2,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
